date,final,a,b,c,d,a1,b1,c1,d1,a2,b2,c2,d2,a3,b3,c3,d3
2012041611,0.919,7.37,26.3,8.22,2.83,7.98,19.51,8.47,2.72,8.59,17.54,9.01,2.12,7.8,15.22,8.08,3.64
2012041612,0.968,7.62,27.24,8.57,2.91,8.66,18.57,9.14,2.87,9.1,17.52,9.54,2.4,8.49,15.78,8.82,3.92
2012041613,0.978,9.2,18.54,9.7,3.29,9.54,19.04,10.1,2.96,9.08,18.06,9.55,2.7,8.67,17.28,9.08,3.08
2012041614,0.939,9.4,20.08,10.01,3.85,9.84,21.36,10.57,3.67,9.41,21.29,10.1,3.1,9.25,18.56,9.75,3.44
2012041615,0.929,9.07,24.23,9.94,4.36,9.88,23.8,10.8,4.35,9.35,24.95,10.31,4.14,9.52,23.48,10.38,4.08
2012041616,0.929,8.13,31.89,9.57,4.72,9.59,26.19,10.69,4.91,8.83,29.05,10.1,5.58,9.52,30.36,11.03,5.06
2012041617,0.929,7.05,41.04,9.35,5.14,9.07,29.51,10.43,5.5,8.07,34.28,9.77,7.18,9.21,37.94,11.68,6.14
2012041618,0.919,6.43,47.5,9.52,5.88,8.46,34.82,10.3,6.38,7.37,40.86,9.75,8.7,8.57,45.44,12.21,7.02
2012041619,0.919,6.63,48.47,10,7.11,7.84,42.21,10.59,7.65,6.93,47.85,10.32,9.92,7.61,52.52,12.5,7.49
2012041620,0.929,7.12,47.46,10.53,8.48,7.19,49.73,11.12,9.03,6.56,54,11.17,10.73,6.51,58.76,12.55,7.76
2012041621,0.968,7.13,48.76,10.81,9.53,6.41,56.08,11.48,10.1,6.01,59.27,11.75,11.07,5.5,63.57,12.37,8.13
2012041622,0.968,6.12,55.18,10.71,9.91,5.46,61.16,11.32,10.55,5.07,64.33,11.71,10.91,4.74,66.51,11.9,8.79
2012041623,0.968,4.48,64.8,10.53,9.83,4.4,65.88,10.77,10.47,3.92,69.45,11.18,10.43,4.1,68.53,11.2,9.53
2012041700,0.978,2.86,74.06,10.42,9.62,3.34,70.85,10.18,10.05,2.82,74.33,10.44,9.84,3.38,71.03,10.4,10.02
2012041701,0.978,2.34,76.19,9.79,9.47,1.94,78.42,9.66,9.31,2.43,75.35,9.63,8.97,2.86,72.29,9.41,9.51
2012041702,0.949,1.37,81.68,9.49,8.78,1.16,82.46,8.86,8.81,1.28,81.74,8.91,8.06,2.22,74.61,8.36,9.39
2012041703,0.929,0.4,87.47,9.09,8.04,0.3,87.86,8.05,8.24,-0.02,90.14,8.24,7.26,1.41,79.04,7.4,9.08
2012041704,0.82,-0.58,93.97,8.44,7.28,-0.74,95.84,7.32,7.52,-1.35,100.17,7.64,6.54,0.52,85.43,6.56,8.42
2012041705,0.405,-1.44,100.81,7.66,6.49,-1.7,104.66,6.71,6.61,-2.39,109.9,7.03,5.86,-0.29,92.85,5.87,7.52
2012041706,0.375,-1.96,106.77,6.8,5.64,-2.19,111.22,6.05,5.51,-2.79,116.83,6.17,5.18,-0.89,99.7,5.26,6.51
2012041707,0.267,-2.06,110.37,5.91,4.74,-1.99,112.78,5.14,4.26,-2.32,118.57,4.85,4.48,-1.16,104.52,4.63,5.54
2012041708,0.227,-1.94,112.31,5.1,3.91,-1.41,109.77,4.16,3.1,-1.37,113.91,3.39,3.82,-1.22,107.7,4.01,4.72
2012041709,0.188,-1.9,114.61,4.56,3.3,-0.88,104.9,3.42,2.33,-0.49,101.92,2.38,3.28,-1.22,110.34,3.5,4.14
2012041710,0.158,-2.15,118.97,4.43,3.02,-0.75,103.96,3.11,2.15,-0.1,92.6,2.16,2.93,-1.28,113.56,3.2,3.88
2012041711,0.128,-2.51,123.33,4.57,3.02,-0.97,107.72,3.17,2.41,-0.17,93.95,2.42,2.79,-1.42,116.95,3.13,3.82
2012041712,0.217,-2.73,125.46,4.71,3.21,-1.36,112.98,3.49,2.85,-0.56,101.13,2.9,2.88,-1.63,119.46,3.31,3.84
2012041913,0.277,2.32,54.63,4.02,3.38,1.48,66.37,3.69,4.38,2.12,64.16,4.87,4.05,2.58,57.52,4.8,3.27
2012041914,0.168,1.69,63.28,3.76,3.06,0.6,78.92,3.12,4.34,1.33,72.92,4.55,3.94,2.21,60.69,4.52,3.36
2012041915,0.119,1.28,69.48,3.65,2.82,-0.02,90.43,2.82,4.2,0.74,80.03,4.26,3.91,2,62.85,4.39,3.42
2012041916,0.148,1.32,68.72,3.65,2.72,-0.12,92.45,2.72,3.92,0.51,82.52,3.95,3.92,1.92,63.93,4.36,3.4
2012041917,0.217,1.68,63.25,3.73,2.7,0.19,86.05,2.7,3.63,0.59,80.8,3.68,3.97,1.91,64.28,4.41,3.33
2012041918,0.316,2.1,57.11,3.86,2.65,0.66,76.03,2.74,3.52,0.82,76.9,3.61,4.08,1.96,64.36,4.53,3.24
2012041919,0.375,2.37,53.03,3.93,2.49,1.11,66.04,2.72,3.65,1.06,73.76,3.81,4.22,2.02,64.41,4.68,3.14
2012041920,0.267,2.4,50.3,3.76,2.14,1.43,56.29,2.57,3.75,1.18,72.5,3.93,4.12,2.02,63.86,4.59,2.89
2012041921,0.099,2.15,47.12,3.16,1.56,1.56,45.02,2.21,3.4,1.02,73.25,3.55,3.49,1.89,61.52,3.97,2.32
2012041922,0.04,1.62,39.1,2.09,0.74,1.48,26.51,1.66,2.36,0.53,77.32,2.41,2.16,1.61,53.31,2.69,1.32
2012041923,0.03,1.05,5.8,1.06,-0.23,1.32,350.23,1.34,0.87,-0.02,91.13,0.87,0.51,1.34,20.93,1.44,0.11
2012042000,0,0.74,305.88,1.27,-1.2,1.26,316.4,1.74,-0.68,-0.25,249.89,0.73,-0.91,1.33,325.44,1.61,-1.03
2012042001,0.02,1.44,305.38,2.49,-1.91,0.09,272.81,1.92,-1.69,1.72,315.45,2.41,-3.37,-1.34,248.29,3.63,-2.03
2012042002,0.04,1.85,306.83,3.08,-2.49,0.85,288.92,2.64,-1.76,2.41,323.85,2.98,-3.76,-0.41,263.72,3.78,-2.46
2012042003,0.138,2.43,317.28,3.31,-2.1,1.77,310.1,2.74,-1.15,3.22,340.27,3.42,-2.83,0.83,286.37,2.95,-2.24
2012042004,0.168,3.13,338.34,3.37,-0.62,2.6,346.66,2.68,0,4,359.95,4,-1.07,2.23,334.25,2.47,-1.24
2012042005,0.534,3.84,1.36,3.84,1.22,3.28,20.33,3.5,1.23,4.65,14.87,4.81,0.82,3.56,13.01,3.65,0.09
2012042006,0.83,4.42,14.82,4.58,2.45,3.76,33.17,4.49,2.01,5.09,21.57,5.47,2.14,4.6,24.95,5.08,1.17
2012042007,0.593,4.8,18.1,5.05,2.44,4.01,31.29,4.69,1.96,5.27,20.36,5.62,2.38,5.19,24.65,5.71,1.57
2012042008,0.781,4.99,16.59,5.2,1.63,4.15,21.43,4.46,1.4,5.31,14.77,5.49,1.92,5.41,19.53,5.74,1.49
2012042009,0.958,5.04,14.27,5.2,0.78,4.31,10.3,4.38,0.85,5.35,9.05,5.42,1.36,5.44,14.04,5.6,1.28
2012042010,0.879,5.04,13.83,5.19,0.47,4.61,5.85,4.63,0.69,5.51,7.18,5.56,1.16,5.41,12.14,5.54,1.24
2012042011,0.613,5.09,14.5,5.26,0.52,5,5.94,5.03,0.81,5.81,7.94,5.86,1.25,5.45,12.95,5.59,1.32
2012042012,0.603,5.32,14.6,5.5,0.57,5.43,6.02,5.46,0.95,6.2,8.71,6.27,1.41,5.65,14,5.82,1.39
2012042013,0.692,5.85,3.74,5.86,0.95,6.66,8.13,6.72,1.47,6.05,13.63,6.23,0.86,6.32,7.72,6.38,0.38
2012042014,0.86,6.23,1.28,6.24,0.97,7.12,7.75,7.19,1.49,6.52,12.85,6.68,0.62,6.97,5.1,7,0.14
2012042015,0.899,6.59,1.24,6.59,1.24,7.52,9.38,7.62,1.58,6.86,12.95,7.03,1.18,7.27,9.21,7.36,0.14
2012042016,0.879,6.9,4.94,6.93,1.92,7.8,13.81,8.03,1.84,6.94,14.84,7.18,2.22,7.24,17.04,7.57,0.6
2012042017,0.86,7.2,10.33,7.32,2.79,7.95,19.31,8.42,2.34,6.92,18.72,7.3,3.38,7.05,25.59,7.81,1.31
2012042018,0.761,7.51,14.98,7.77,3.55,7.99,23.95,8.75,3.15,6.98,24.26,7.66,4.26,6.89,31.74,8.1,2.01
2012042019,0.504,7.72,17.77,8.11,4.01,7.89,26.92,8.85,4.2,7.17,30.38,8.31,4.57,6.79,33.93,8.19,2.48
2012042020,0.494,7.37,20.91,7.89,4.32,7.42,30.22,8.59,5.04,6.8,36.57,8.47,4.31,6.15,35.03,7.52,2.82
2012042021,0.543,5.85,28.7,6.67,4.75,6.31,36.98,7.9,5.11,5.03,45.44,7.17,3.59,4.21,40.46,5.53,3.2
2012042022,0.563,2.87,52.35,4.7,5.43,4.39,51.05,6.99,4.05,1.42,70.71,4.29,2.52,0.56,77.41,2.59,3.72
2012042023,0.909,-0.67,99.39,4.11,6.03,1.91,72.43,6.32,2.45,-2.85,139.31,3.76,1.45,-3.62,158.22,3.9,4.05
2012042100,0.87,-3.56,133.09,5.22,6.08,-0.78,97.33,6.13,1.12,-6.18,169.75,6.28,0.72,-6.82,173.99,6.86,3.81
2012042301,0.652,-8.96,180.29,8.96,-0.18,-8.75,181.16,8.75,0.07,-8.03,179.49,8.03,-0.16,-8.15,181.09,8.15,-0.05
2012042302,0.593,-8.58,182.83,8.59,-0.43,-8.66,182.83,8.67,-0.2,-8.18,181.4,8.18,-0.32,-8.13,182.26,8.14,-0.42
2012042303,0.8,-8.16,185.46,8.19,-0.62,-8.49,184.17,8.51,-0.45,-8.18,183.17,8.19,-0.4,-7.95,182.88,7.96,-0.78
2012042304,0.85,-7.8,186.9,7.86,-0.69,-8.17,184.81,8.19,-0.62,-7.93,184.51,7.95,-0.4,-7.67,182.97,7.68,-0.94
2012042305,0.781,-7.56,187.01,7.62,-0.63,-7.83,184.62,7.85,-0.66,-7.56,185.02,7.59,-0.32,-7.39,182.47,7.4,-0.93
2012042306,0.84,-7.5,186.07,7.54,-0.47,-7.63,183.53,7.64,-0.52,-7.27,184.1,7.29,-0.17,-7.22,181.38,7.22,-0.8
2012042307,0.889,-7.62,184.42,7.64,-0.21,-7.7,181.57,7.7,-0.18,-7.22,181.39,7.22,0.03,-7.21,179.73,7.21,-0.59
2012042308,0.889,-7.88,182.15,7.88,0.14,-7.97,179,7.97,0.28,-7.37,177.82,7.37,0.31,-7.34,177.59,7.34,-0.3
2012042309,0.939,-8.19,179.22,8.19,0.58,-8.33,176.03,8.35,0.72,-7.65,174.61,7.68,0.66,-7.55,175.03,7.57,0.11
2012042310,0.968,-8.51,175.77,8.53,1.09,-8.69,172.87,8.76,1.06,-8.02,172.47,8.09,1.07,-7.79,172.17,7.87,0.63
2012042311,0.968,-8.9,172.59,8.97,1.58,-9.08,170.16,9.22,1.33,-8.45,171.08,8.56,1.52,-8.14,169.4,8.29,1.16
2012042312,0.968,-9.46,170.59,9.59,1.94,-9.57,168.56,9.76,1.59,-8.96,169.93,9.1,1.97,-8.68,167.23,8.9,1.57
2012042313,0.968,-10.19,168.33,10.4,1.9,-9.54,168.74,9.72,2.37,-9.45,165.92,9.74,2.5,-9.59,165.39,9.91,2.1
2012042314,0.978,-10.86,168.74,11.07,2.21,-10.12,167.66,10.36,2.72,-10.29,165.2,10.64,2.96,-10.43,164.15,10.84,2.16
2012042315,0.978,-11.48,169.01,11.69,2.48,-10.65,166.87,10.94,3.01,-10.99,164.69,11.39,3.27,-11.01,163.45,11.49,2.23
2012042316,0.731,-11.95,168.65,12.18,2.67,-11.07,166.44,11.38,3.23,-11.39,164.16,11.84,3.47,-11.37,163.05,11.89,2.4
2012042317,0.672,-12.2,167.8,12.48,2.8,-11.33,166.1,11.67,3.37,-11.52,163.68,12,3.51,-11.55,163.08,12.07,2.64
2012042318,0.781,-12.17,166.66,12.51,2.94,-11.4,165.54,11.77,3.41,-11.45,163.42,11.95,3.39,-11.6,163.73,12.08,2.89
2012042319,0.899,-11.82,165.31,12.22,3.11,-11.24,164.51,11.66,3.35,-11.25,163.4,11.74,3.11,-11.54,164.94,11.95,3.1
2012042320,0.968,-11.21,163.55,11.69,3.32,-10.83,162.94,11.32,3.32,-10.84,162.97,11.33,2.91,-11.23,165.46,11.6,3.31
2012042321,0.978,-10.42,161.1,11.01,3.55,-10.15,160.75,10.75,3.45,-10.12,161.19,10.69,3.11,-10.48,163.49,10.93,3.57
2012042322,0.978,-9.53,157.68,10.3,3.78,-9.22,157.73,9.97,3.81,-9.07,157.22,9.84,3.83,-9.2,157.39,9.96,3.91
2012042323,0.968,-8.61,153.38,9.63,4.04,-8.17,153.7,9.12,4.16,-7.9,152.2,8.93,4.63,-7.73,149.08,9.02,4.31
2012042400,0.949,-7.72,148.53,9.06,4.37,-7.16,148.63,8.39,4.19,-6.87,148.61,8.05,4.91,-6.54,143.09,8.18,4.73
2012042401,0.949,-6.33,142.94,7.93,3.69,-6.18,149.15,7.2,4.27,-5.92,144.18,7.3,5.01,-5.52,137.78,7.45,4.78
2012042402,0.909,-5.69,137.42,7.72,2.89,-5.67,153.01,6.36,3.12,-5.57,150.76,6.38,5.77,-4.92,130.43,7.58,5.23
2012042403,0.682,-5.24,132.82,7.71,2.14,-5.13,157.38,5.55,2.07,-5.06,157.76,5.47,5.47,-4.23,127.72,6.92,5.65
2012042404,0.385,-4.98,129.6,7.81,1.71,-4.41,158.86,4.73,1.62,-4.1,158.44,4.41,4.54,-3.55,128.03,5.77,6.02
2012042405,0.267,-4.85,127.58,7.95,1.59,-3.75,157.02,4.07,1.79,-3.03,149.36,3.52,3.56,-3.01,130.21,4.66,6.3
2012042406,0.623,-4.79,126.39,8.07,1.71,-3.46,153.7,3.86,2.49,-2.32,133.02,3.4,3.15,-2.75,131.11,4.18,6.5
2012042407,0.741,-4.75,125.64,8.15,2,-3.73,151.82,4.23,3.57,-2.32,123.02,4.26,3.75,-2.86,127.39,4.72,6.62
2012042408,0.939,-4.65,124.85,8.13,2.45,-4.26,150.14,4.91,4.78,-2.77,120.1,5.52,4.94,-3.13,122.4,5.85,6.67
2012042409,0.958,-4.42,123.51,8,3.07,-4.64,146.56,5.56,5.8,-3.26,119.32,6.66,6.11,-3.27,118.2,6.93,6.67
2012042410,0.958,-4.07,121.49,7.79,3.84,-4.61,140.25,6,6.42,-3.5,118.56,7.31,6.78,-3.13,114.8,7.47,6.64
2012042411,0.909,-3.91,120.6,7.68,4.62,-4.54,134.45,6.48,6.73,-3.65,118.5,7.66,7.01,-3.06,113.56,7.65,6.61
2012042412,0.889,-4.34,123.21,7.93,5.26,-4.93,133.14,7.21,6.89,-4.02,120.23,7.98,6.96,-3.51,116.75,7.8,6.63
2012042613,0.079,-2.46,191.08,2.5,0.35,0.57,31.71,0.67,-0.14,1.34,354.16,1.35,0.96,3.26,16.46,3.4,-0.48
2012042614,0.049,-2.69,172.1,2.71,1.8,-0.32,99.97,1.82,0.63,0.88,35.62,1.08,2.29,2.33,44.55,3.27,0.37
2012042615,0.02,-2.99,154.52,3.31,2.87,-1.66,119.99,3.31,1.66,-0.16,95.43,1.67,3.47,0.38,83.74,3.49,1.42
2012042616,0.148,-3.57,142.96,4.47,3.21,-3.33,136.05,4.63,2.88,-1.92,123.65,3.46,4.42,-2.16,116.06,4.92,2.69
2012042617,0.504,-4.29,136.74,5.89,3.2,-5.03,147.53,5.96,3.84,-3.99,136.06,5.54,5.05,-4.76,133.29,6.94,4.03
2012042618,0.682,-4.92,133.05,7.2,3.38,-6.37,152.07,7.21,3.99,-5.8,145.44,7.04,5.27,-6.86,142.44,8.65,5.26
2012042619,0.879,-5.29,130.69,8.12,4.06,-7.08,150.15,8.16,3,-6.92,156.53,7.54,5.01,-8.03,148.01,9.46,6.15
2012042620,0.949,-5.52,130.99,8.42,4.65,-7.27,147.39,8.63,1.35,-7.4,169.69,7.52,4.32,-8.39,152.77,9.44,6.35
2012042621,0.82,-5.78,136.56,7.96,4.32,-7.17,148.91,8.37,-0.3,-7.43,182.3,7.44,3.26,-8.21,158.31,8.83,5.47
2012042622,0.672,-6.16,151.31,7.02,2.58,-6.93,159.62,7.4,-1.39,-7.16,190.99,7.29,1.96,-7.69,165.73,7.93,3.37
2012042623,0.721,-6.43,172.08,6.49,0.25,-6.51,177.77,6.51,-1.93,-6.6,196.27,6.88,0.63,-6.92,174.76,6.95,0.9
2012042700,0.464,-6.28,187.76,6.34,-1.47,-5.78,194.29,5.96,-2.04,-5.75,199.56,6.1,-0.43,-5.93,184.13,5.94,-0.86
2012042701,0.8,-4.74,200.15,5.05,-1.85,-4.66,201.61,5.02,-0.99,-4.81,191.65,4.91,-0.65,-4.2,188.77,4.25,-1.74
2012042702,0.741,-3.74,193.93,3.85,-1.33,-3.69,199.85,3.93,-0.96,-3.85,194.02,3.97,-0.79,-3.86,191.58,3.94,-0.93
2012042703,0.593,-3.23,175.29,3.25,-0.47,-3.26,188.2,3.3,-0.28,-3.39,184.69,3.4,-0.19,-4.01,182.64,4.02,0.27
2012042704,0.534,-3.52,160.17,3.74,0.71,-3.63,168.91,3.7,1.02,-3.63,164.26,3.77,0.87,-4.5,169.08,4.58,1.27
2012042705,0.623,-4.2,154.77,4.64,1.92,-4.39,156.39,4.79,2.49,-4.27,149.69,4.94,1.95,-5.11,159.09,5.47,1.98
2012042706,0.731,-4.73,152.95,5.31,2.8,-4.99,150.72,5.72,3.59,-4.89,143.69,6.07,2.62,-5.64,155.08,6.22,2.42
2012042707,0.721,-4.71,150.98,5.39,3.09,-5.01,148.32,5.88,3.92,-5.17,142.84,6.49,2.58,-5.92,156.5,6.46,2.61
2012042708,0.702,-4.33,148.6,5.08,2.95,-4.62,147.5,5.48,3.66,-5.18,144.72,6.34,2.1,-5.95,160.55,6.31,2.65
2012042709,0.642,-3.94,146.61,4.71,2.62,-4.18,147.88,4.94,3.17,-5.08,148.08,5.99,1.62,-5.74,164.22,5.96,2.59
2012042710,0.593,-3.79,146.28,4.56,2.34,-3.94,149.37,4.58,2.71,-5.03,151.71,5.71,1.46,-5.34,164.69,5.54,2.53
2012042711,0.455,-3.88,147.89,4.58,2.13,-3.94,151.58,4.48,2.33,-5.02,155.12,5.54,1.53,-4.92,162.74,5.15,2.44
2012042712,0.395,-4.13,151.05,4.72,2.02,-4.12,153.89,4.58,2.03,-5.07,158.16,5.46,1.62,-4.63,160.77,4.91,2.29
2012042713,0.366,-4.42,155.72,4.85,1.81,-5.13,160.57,5.44,1.58,-4.59,160.98,4.85,1.82,-5.1,160.35,5.42,1.99
2012042714,0.385,-4.7,156.81,5.11,1.71,-5.1,161.51,5.38,1.51,-4.61,161.88,4.85,1.81,-5.38,161.38,5.68,2.01
2012042715,0.316,-4.78,157.14,5.19,1.77,-4.85,159.94,5.17,1.54,-4.46,160.95,4.72,1.89,-5.2,160,5.54,2.02
2012042716,0.237,-4.54,156.67,4.95,2.03,-4.32,154.87,4.77,1.77,-3.98,156.04,4.35,2.02,-4.71,156.77,5.12,1.96
2012042717,0.188,-4.1,155.32,4.52,2.35,-3.68,147.43,4.36,2.08,-3.35,148.17,3.94,2.15,-4.08,152.2,4.62,1.89
2012042718,0.128,-3.63,152.98,4.08,2.59,-3.17,140.71,4.09,2.3,-2.83,140.83,3.65,2.25,-3.53,147.51,4.19,1.85
2012042719,0.119,-3.25,149.99,3.76,2.61,-2.96,138.54,3.95,2.31,-2.6,138.36,3.48,2.26,-3.18,144.57,3.91,1.88
2012042720,0.089,-2.86,147.71,3.38,2.31,-2.92,141.62,3.72,2.07,-2.46,139.89,3.21,2.13,-2.86,143.31,3.57,1.81
2012042721,0.109,-2.3,147.98,2.72,1.6,-2.85,150.76,3.27,1.57,-2.1,143.2,2.63,1.78,-2.31,142.43,2.92,1.44
2012042722,0.257,-1.51,156.53,1.64,0.45,-2.63,170.29,2.66,0.84,-1.36,148.31,1.6,1.15,-1.42,140.82,1.83,0.65
2012042723,0.247,-0.69,208.96,0.79,-0.9,-2.33,201.04,2.5,-0.03,-0.53,183.05,0.53,0.27,-0.55,154.04,0.61,-0.38
2012042800,0.198,-0.16,263.45,1.44,-2.14,-2.14,225.02,3.02,-0.92,-0.01,269.07,0.92,-0.84,-0.23,254.67,0.87,-1.44
2012043001,0,-1.46,228.52,2.2,-1.47,-1.69,221.11,2.24,-1.91,-1.5,231.73,2.43,-1.62,-1.3,231.27,2.07,-1.65
2012043002,0.03,-2.09,229.02,3.19,-1.93,-2.13,222.17,2.87,-2.4,-2.08,229.12,3.18,-1.79,-1.74,225.75,2.5,-2.41
2012043003,0.138,-2.29,231.14,3.65,-2.24,-2.31,224.08,3.21,-2.6,-2.26,229.04,3.45,-1.93,-1.7,228.54,2.57,-2.84
2012043004,0.148,-1.71,237.51,3.18,-2.25,-1.96,228.92,2.98,-2.39,-1.75,233.79,2.96,-2.08,-1.31,237.82,2.46,-2.68
2012043005,0.128,-0.67,253.74,2.41,-2.15,-1.23,240.17,2.48,-2.12,-0.82,248.96,2.27,-2.35,-0.75,252.18,2.46,-2.31
2012043006,0.148,0.31,277.84,2.29,-2.2,-0.38,260.32,2.24,-2.27,0.14,273.5,2.27,-2.82,-0.24,265.22,2.83,-2.27
2012043007,0.316,0.88,286.61,3.06,-2.6,0.4,278.76,2.63,-3.14,0.81,284.39,3.24,-3.56,0.11,271.77,3.56,-2.93
2012043008,0.375,1.14,286.19,4.09,-3.19,1.04,288.07,3.36,-4.32,1.27,286.36,4.51,-4.39,0.43,275.55,4.41,-3.93
2012043009,0.632,1.36,286.16,4.9,-3.8,1.54,292.07,4.1,-5.24,1.71,288.06,5.51,-5.11,0.93,280.3,5.19,-4.7
2012043010,0.889,1.73,289.54,5.16,-4.23,1.89,294.13,4.63,-5.47,2.26,292.4,5.92,-5.54,1.72,287.31,5.8,-4.86
2012043011,0.791,2.14,294.68,5.13,-4.49,2.18,295.84,4.99,-5.22,2.82,298.37,5.93,-5.67,2.52,293.96,6.2,-4.66
2012043012,0.85,2.46,298.53,5.14,-4.63,2.47,298.08,5.24,-4.85,3.26,303.91,5.84,-5.55,2.91,297.67,6.27,-4.52
2012043013,0.484,2.82,301.19,5.45,-4.62,3.49,307.04,5.79,-5.23,2.66,297,5.87,-3.43,2.86,309.79,4.47,-4.66
2012043014,0.326,3.18,304.37,5.63,-4.42,3.63,309.39,5.72,-4.78,2.2,294.66,5.26,-2.46,3.61,325.77,4.37,-4.65
2012043015,0.583,3.43,306.69,5.75,-4.03,3.87,313.82,5.59,-4.3,2.09,295.9,4.78,-1.83,4.23,336.55,4.61,-4.61
2012043016,0.771,3.51,307.47,5.76,-3.32,4.27,322.14,5.4,-3.81,2.71,305.38,4.67,-1.51,4.64,342.04,4.88,-4.57
2012043017,0.543,3.34,306.63,5.6,-2.53,4.47,330.53,5.14,-3.24,3.62,318.13,4.86,-1.45,4.74,343.03,4.96,-4.5
2012043018,0.455,2.9,303.91,5.2,-2,4.02,333.6,4.49,-2.48,4.18,329.39,4.86,-1.64,4.37,339.46,4.67,-4.32
2012043019,0.553,2.2,298.81,4.57,-1.96,2.67,323.7,3.32,-1.47,3.94,339.5,4.21,-2.02,3.48,329.8,4.03,-4
2012043020,0.445,1.5,292.5,3.91,-2.24,1.03,294.74,2.47,-0.57,3.18,349.87,3.23,-2.39,2.35,314.47,3.35,-3.62
2012043021,0.464,1.12,288.9,3.45,-2.56,-0.06,268.61,2.56,-0.17,2.37,355.8,2.37,-2.5,1.36,298.57,2.84,-3.26
2012043022,0.425,1.25,292.86,3.23,-2.68,-0.05,269.01,2.68,-0.53,1.87,344.23,1.94,-2.18,0.8,290.1,2.32,-2.98
2012043023,0.227,1.63,302.02,3.07,-2.57,0.62,283.48,2.65,-1.15,1.66,325.27,2.02,-1.66,0.61,290.09,1.76,-2.6
2012050100,0.148,1.83,313.44,2.67,-2.27,1.2,297.97,2.57,-1.38,1.61,319.44,2.12,-1.24,0.64,297.34,1.4,-1.94
2012050101,0.119,1.17,303.27,2.12,-0.74,1.58,335.04,1.75,-1.1,0.76,304.74,1.34,-2.2,1.49,304.13,2.65,-1.78
2012050102,0.208,0.64,300.77,1.26,0.49,1.42,18.96,1.5,-0.85,0.84,314.63,1.2,-2.57,2.67,316.18,3.71,-1.08
2012050103,0.563,-0.05,252.89,0.16,1.83,0.93,63.1,2.05,0.03,0.75,2.03,0.75,-2.15,2.85,323.04,3.57,-0.15
2012050104,0.326,-0.65,123.51,1.17,2.88,0.02,89.59,2.88,1.81,0.4,77.7,1.86,-1.2,2.28,332.15,2.58,0.98
2012050105,0.049,-1.14,119.04,2.34,3.45,-1.06,107.11,3.61,3.81,-0.19,92.8,3.82,-0.09,1.22,355.95,1.22,2.05
2012050106,0,-1.55,119.55,3.14,3.42,-1.99,120.23,3.96,5.07,-0.93,100.35,5.16,0.85,-0.06,94.35,0.85,2.73
2012050107,0.01,-1.9,124.12,3.39,2.76,-2.51,132.35,3.73,4.96,-1.73,109.25,5.25,1.32,-1.31,134.78,1.87,2.81
2012050108,0.049,-2.16,131.37,3.27,1.8,-2.64,145.67,3.19,4.01,-2.39,120.77,4.67,1.46,-2.31,147.67,2.73,2.46
2012050109,0.099,-2.28,139.34,3,0.98,-2.45,158.1,2.64,3.1,-2.67,130.71,4.09,1.46,-2.83,152.68,3.18,1.95
2012050110,0.069,-2.21,145.16,2.69,0.63,-2.04,162.84,2.13,2.86,-2.42,130.21,3.74,1.49,-2.74,151.45,3.12,1.54
2012050111,0.237,-1.98,147.96,2.33,0.63,-1.54,157.73,1.66,3.07,-1.85,121.03,3.58,1.58,-2.28,145.27,2.77,1.24
2012050112,0.208,-1.63,147.16,1.94,0.77,-1.08,144.6,1.33,3.3,-1.25,110.77,3.53,1.7,-1.73,135.53,2.43,1.05
2012050313,0.188,5.64,4.87,5.66,1.02,4.81,11.97,4.92,-0.82,3.16,345.5,3.26,0.86,3.31,14.48,3.42,0.48
2012050314,0.277,5.85,17.33,6.13,1.38,4.78,16.1,4.98,0.29,3.47,4.82,3.49,1.75,3.77,24.95,4.16,1.82
2012050315,0.267,5.44,30.12,6.29,1.93,4.77,21.98,5.15,1.42,3.65,21.19,3.92,2.61,4.06,32.7,4.83,3.16
2012050316,0.287,4.58,42.45,6.21,2.71,5.11,27.96,5.79,2.21,3.96,29.2,4.54,3.36,4.25,38.36,5.42,4.19
2012050317,0.346,3.53,54.2,6.03,3.6,5.6,32.72,6.66,2.71,4.37,31.86,5.14,3.92,4.44,41.42,5.92,4.89
2012050318,0.484,2.55,64.17,5.85,4.38,5.92,36.53,7.36,3.04,4.78,32.44,5.66,4.17,4.77,41.13,6.33,5.26
2012050319,0.395,1.89,70.5,5.68,4.9,5.82,40.06,7.61,3.28,5.11,32.76,6.07,4.05,5.29,37.42,6.66,5.35
2012050320,0.385,1.67,72.3,5.48,5.06,5.43,42.98,7.42,3.48,5.29,33.33,6.33,3.72,5.77,32.8,6.86,5.22
2012050321,0.435,1.93,68.77,5.32,4.8,4.92,44.34,6.87,3.63,5.29,34.44,6.42,3.37,5.88,29.82,6.78,4.96
2012050322,0.534,2.63,60.37,5.32,4.15,4.47,42.83,6.1,3.72,5.06,36.27,6.28,3.17,5.45,30.21,6.3,4.63
2012050323,0.613,3.29,51.83,5.32,3.4,4.26,38.6,5.45,3.65,4.61,38.41,5.88,3.14,4.82,33.08,5.75,4.18
2012050400,0.583,3.29,47.23,4.84,2.95,4.43,33.64,5.32,3.33,3.92,40.31,5.14,3.25,4.47,36.02,5.53,3.55
2012050401,0.731,4.98,31.49,5.84,2.71,3.07,41.44,4.1,3.49,4.7,36.62,5.86,3.51,3.32,46.57,4.83,3.05
